timestamp,accel.mag,detected
0.0,1.0,False
0.02,1.0003728130992957,False
0.04,0.9969288150177373,False
0.06,0.9971618284042757,False
0.08,0.9974579930023907,False
0.1,0.996587602059222,False
0.12,0.999100584897105,False
0.14,0.9966867526751163,False
0.16,0.9959764371215161,False
0.18,0.9978034557767427,False
0.2,0.9976105238935752,False
0.22,0.997720785509229,False
0.24,0.9988496478341334,False
0.26,0.996902168358089,False
0.28,0.9935311859708005,False
0.3,0.9951301596063362,False
0.32,0.9961787406805835,False
0.34,0.9970195911744304,False
0.36,0.9987205988701584,False
0.38,0.9990828730331419,False
0.4,1.0012716950841534,False
0.42,0.9994901450015424,False
0.44,0.9993007970406663,False
0.46,0.9970623079268686,False
0.48,0.9993141596680277,False
0.5,0.9994300625455389,False
0.52,1.0044787307449816,False
0.54,1.00321619599653,False
0.56,1.0054953387862446,False
0.58,1.0057090341712633,False
0.6,1.0067120939276233,False
0.62,1.0061952645132348,False
0.64,1.0041486531294965,False
0.66,1.0058079519730503,False
0.68,1.006108402622931,False
0.7000000000000001,1.0024875684816688,False
0.72,0.998220846275104,False
0.74,0.9963006466136726,False
0.76,0.994570651067914,False
0.78,0.9971337767365808,False
0.8,0.9958843138735493,False
0.8200000000000001,0.9943742469320432,False
0.84,0.9960029258898421,False
0.86,0.9965191085731121,False
0.88,0.9965726226900463,False
0.9,0.9978805635327613,False
0.92,0.9981712187236373,False
0.9400000000000001,0.9966929425012103,False
0.96,0.9987962616035726,False
0.98,1.0010804953012524,False
1.0,1.0056821334579649,False
1.02,1.006094717694705,False
1.04,1.006548991769414,False
1.06,1.005186139670242,False
1.08,1.0064003539413962,False
1.1,1.0017125422268147,False
1.12,1.0030355751381788,False
1.1400000000000001,1.0019921972018544,False
1.16,0.9987486315087364,False
1.18,1.000786724621228,False
1.2,1.00113557756411,False
1.22,0.9993194041014187,False
1.24,0.9975466595509053,False
1.26,0.9945433663333547,False
1.28,0.9974855881883361,False
1.3,0.9973698752750153,False
1.32,0.9979322576799841,False
1.34,0.9997173105379181,False
1.36,1.0012861582279233,False
1.3800000000000001,0.9996277601889529,False
1.4000000000000001,0.9986618347945956,False
1.42,0.9993926657774576,False
1.44,1.0002517130438917,False
1.46,0.9981143677817238,False
1.48,1.0002761388856658,False
1.5,0.9994946813948478,False
1.52,0.999474972537965,False
1.54,0.9998503733125769,False
1.56,0.9968477018159788,False
1.58,0.9953865645818053,False
1.6,0.9962088132821947,False
1.62,0.993282669903822,False
1.6400000000000001,0.9946498927414692,False
1.6600000000000001,0.9952920428639752,False
1.68,0.9951624552441838,False
1.7,0.9954854035604466,False
1.72,0.9978999784821673,False
1.74,0.9973892326930975,False
1.76,0.9984955849004535,False
1.78,1.0035260804544233,False
1.8,1.0037338700011196,False
1.82,1.003109998378299,False
1.84,1.0019223142923328,False
1.86,1.0015052663414954,False
1.8800000000000001,0.9969269587069802,False
1.9000000000000001,0.9970265390512489,False
1.92,0.9998343173900924,False
1.94,0.9997595938403784,False
1.96,0.9986999240567587,False
1.98,0.9983688929586976,False
2.0,0.9994762105719215,False
2.02,0.99958691659194,False
2.04,0.9989718385389924,False
2.06,0.9990183876116053,False
2.08,0.9989605896902862,False
2.1,0.9963038038427976,False
2.12,0.9940804267687829,False
2.14,0.9959011182343731,False
2.16,0.9939390225007759,False
2.18,0.9942309419759744,False
2.2,0.9966126071524634,False
2.22,0.9998518039773187,False
2.24,1.0011219125241375,False
2.2600000000000002,1.0030782159970144,False
2.2800000000000002,1.0088720321803692,False
2.3000000000000003,1.0072393308982348,False
2.32,1.006895782889501,False
2.34,1.0055080636871014,False
2.36,1.0033945658041008,False
2.38,1.0030364446877713,False
2.4,1.0031525607541418,False
2.42,1.0021148589952529,False
2.44,1.001376591362757,False
2.46,1.0042654995425497,False
2.48,1.0027493204992608,False
2.5,1.0043558367806027,False
2.52,1.0037664602452478,False
2.54,1.00002462743373,False
2.56,1.001094099321638,False
2.58,1.0012995088163004,False
2.6,0.9989857176339522,False
2.62,0.9979622435149095,False
2.64,1.000874200763145,False
2.66,1.0006231509179082,False
2.68,0.9992190039129613,False
2.7,1.0024254431226034,False
2.72,1.0017446079387704,False
2.74,1.002407408130785,False
2.7600000000000002,1.0026756006947741,False
2.7800000000000002,0.9996030157947402,False
2.8000000000000003,0.997560244361757,False
2.82,0.9996589831815597,False
2.84,1.000797929333727,False
2.86,0.9975468504917112,False
2.88,0.9995345104422685,False
2.9,0.9999040131891629,False
2.92,0.9998474902163265,False
2.94,1.0008980229857611,False
2.96,1.0004274550654073,False
2.98,1.0004329815906063,False
3.0,0.9986481872220805,False
3.02,1.0010815971197824,False
3.04,1.0007141466227054,False
