timestamp,accel.mag,detected
0.0,1.0,False
0.02,0.998689556983269,False
0.04,0.9965405646624235,False
0.06,1.0016714179152508,False
0.08,0.9995891225824887,False
0.1,0.9982002440613343,False
0.12,0.9945453199560526,False
0.14,0.9954547228204247,False
0.16,0.9976243568247253,False
0.18,1.000737282104142,False
0.2,1.0006879309344363,False
0.22,0.9995988733559704,False
0.24,0.9974726032961233,False
0.26,0.9981816644241309,False
0.28,0.9933933508831646,False
0.3,0.9920985708183278,False
0.32,0.9955035350471718,False
0.34,0.9964703577650502,False
0.36,0.9948225948789593,False
0.38,0.9980121170670605,False
0.4,0.9996740847593973,False
0.42,0.9983053069582426,False
0.44,0.9989270758078838,False
0.46,0.9970766715366074,False
0.48,0.9964381288496582,False
0.5,0.9987991993260679,False
0.52,1.0014653669575235,False
0.54,1.0021531674270168,False
0.56,1.0009478510035377,False
0.58,0.9992356131088529,False
0.6,0.9979661222149178,False
0.62,0.9989007215191494,False
0.64,1.0028651506948623,False
0.66,1.0045337000874233,False
0.68,1.0045739148430632,False
0.7000000000000001,1.0035038166443573,False
0.72,1.0027426003211328,False
0.74,1.0028104721802498,False
0.76,1.0018922352710524,False
0.78,1.0011838993127278,False
0.8,0.9997162239458625,False
0.8200000000000001,0.9975681034253241,False
0.84,0.9980328618296007,False
0.86,1.0008483592455928,False
0.88,0.9964286083958532,False
0.9,0.9933495552389304,False
0.92,0.995676279027375,False
0.9400000000000001,0.9960739000129404,False
0.96,0.9951133229664532,False
0.98,0.9962107830400393,False
1.0,0.9957513629465549,False
1.02,1.0000690145937272,False
1.04,0.9986802523233721,False
1.06,0.9987867104946975,False
1.08,0.9995717132194221,False
1.1,1.0026265489306865,False
1.12,1.002404632342413,False
1.1400000000000001,1.0037895735988005,False
1.16,1.0039419812666044,False
1.18,1.0052338433065116,False
1.2,1.0037129390331667,False
1.22,1.0024143459652586,False
1.24,1.0005874935436143,False
1.26,1.0028667549371313,False
1.28,1.0052254733366859,False
1.3,1.0064877370587604,False
1.32,1.005504069677766,False
1.34,1.0073228936873435,False
1.36,1.0083989354911067,False
1.3800000000000001,1.0119344825221726,False
1.4000000000000001,1.0111084971904976,False
1.42,1.012923613634245,False
1.44,1.013597938250952,False
1.46,1.0138427581067746,False
1.48,1.0122684104768944,False
1.5,1.0119475669038807,False
1.52,1.0123235875164969,False
1.54,1.0080583952597078,False
1.56,1.0063666783935594,False
1.58,1.0068999679034265,False
1.6,1.0033756372179985,False
1.62,1.000771870293411,False
