timestamp,accel.mag,detected
0.0,1.0,False
0.02,0.9953964098404027,False
0.04,0.9960308976550136,False
0.06,0.9980660690845808,False
0.08,0.9995545783692238,False
0.1,0.9993327089109642,False
0.12,0.9979093925776032,False
0.14,0.9967412485132788,False
0.16,0.9987043801796261,False
0.18,0.9983522707503438,False
0.2,0.9977861135492223,False
0.22,0.9973416944762956,False
0.24,0.9966859437627331,False
0.26,0.9976439704534731,False
0.28,0.9998749102137637,False
0.3,0.9978972168082726,False
0.32,0.9969615209025106,False
0.34,0.9986744224107719,False
0.36,0.9938035694431121,False
0.38,0.9931130321284364,False
0.4,0.9921223549029147,False
0.42,0.9924587638262172,False
0.44,0.995535702272648,False
0.46,0.9931545656351674,False
0.48,0.994789268315583,False
0.5,0.9952310822189327,False
0.52,0.9971248707755386,False
0.54,0.9966945358535524,False
0.56,0.9958299645946044,False
0.58,0.9998106929942723,False
0.6,1.0028214432908744,False
0.62,1.0027364597289776,False
0.64,1.002197982638284,False
0.66,1.0043975662179379,False
0.68,1.000882378535162,False
0.7000000000000001,0.9975478831777917,False
0.72,0.9961700670726276,False
0.74,0.9941025050226789,False
0.76,0.9941940820650422,False
0.78,0.9962254457297156,False
0.8,0.9965046321143963,False
0.8200000000000001,0.9906054039927948,False
0.84,0.9897569820175675,False
0.86,0.991182207763931,False
0.88,0.9932489466558563,False
0.9,0.9935283172654152,False
0.92,0.9952981102422315,False
0.9400000000000001,0.9951737243335107,False
0.96,0.9956265173376385,False
0.98,0.9927681520690327,False
1.0,0.9965393379214832,False
1.02,0.9965070696411121,False
1.04,0.9937275267881136,False
1.06,0.9932926097737185,False
1.08,0.9934250024019646,False
1.1,0.992890234995918,False
1.12,0.9960007598589727,False
1.1400000000000001,0.9974953322736554,False
1.16,0.996258441984877,False
1.18,0.99482409194179,False
1.2,0.9977719441515617,False
1.22,1.0040432531797996,False
1.24,1.0070462163883318,False
1.26,1.008621487367575,False
1.28,1.008904932965423,False
1.3,1.0079029869727396,False
1.32,1.0083892048716074,False
1.34,1.0080630064818914,False
1.36,1.0036708559324614,False
1.3800000000000001,1.004299088001372,False
1.4000000000000001,1.0025177422496925,False
1.42,1.002755904988628,False
1.44,1.0023440621873319,False
1.46,1.003684883220443,False
1.48,0.9975772710360025,False
1.5,0.9960019947381327,False
1.52,0.9960815403043812,False
1.54,0.9988996220888723,False
1.56,0.9980553500907455,False
1.58,0.9982704263600714,False
1.6,0.9979624881080952,False
1.62,0.996125212578689,False
1.6400000000000001,0.995418731359805,False
1.6600000000000001,0.9985229640911143,False
1.68,1.00120519798706,False
1.7,1.0002722704378806,False
1.72,1.001472780587391,False
1.74,1.0034804625911888,False
1.76,1.0020630179645666,False
1.78,1.003008923375092,False
1.8,1.0027830101527586,False
1.82,1.0047478828337846,False
1.84,1.0086539770694005,False
1.86,1.0081539289170192,False
1.8800000000000001,1.0077040691949277,False
1.9000000000000001,1.008010311796982,False
1.92,1.0037958585304845,False
1.94,1.0024770007546362,False
1.96,1.0017212029127363,False
1.98,1.0022846497240174,False
2.0,1.0048648560316167,False
2.02,1.0046142860481377,False
2.04,1.0048280979089808,False
2.06,1.0059632637418785,False
2.08,1.0095325298781368,False
2.1,1.0084243985446606,False
2.12,1.005900286201037,False
2.14,1.005037164659025,False
2.16,1.0079701702782344,False
2.18,1.007444711520607,False
2.2,1.0104999643912782,False
2.22,1.0051373056910304,False
2.24,1.0049308458846693,False
2.2600000000000002,1.0068057574149283,False
2.2800000000000002,1.0024799614478963,False
2.3000000000000003,1.0035201047628923,False
2.32,1.0036685529717702,False
2.34,1.00377795626578,False
2.36,1.0015059214650026,False
2.38,1.0002323486693272,False
2.4,1.0040725434509625,False
2.42,1.00541719106359,False
2.44,1.00581579325428,False
2.46,1.006535378988695,False
2.48,1.006361474464038,False
2.5,1.0072504104413134,False
2.52,1.004429191672328,False
2.54,1.0001885229136014,False
2.56,1.0022423253775583,False
2.58,1.0053629233111618,False
2.6,1.00413124312942,False
2.62,1.0019863760001537,False
2.64,1.0024852039997951,False
2.66,1.0051033452309581,False
2.68,1.0068125090574993,False
2.7,1.0025361847520757,False
2.72,1.0008824094893731,False
2.74,0.9990967322618542,False
2.7600000000000002,0.9991672519952397,False
2.7800000000000002,0.9994671439689423,False
2.8000000000000003,0.9994764342925487,False
2.82,0.9960196901827142,False
2.84,0.998423089393507,False
2.86,0.9989805329221708,False
2.88,0.9981270221455623,False
2.9,1.000083754096021,False
2.92,0.9988435137461001,False
2.94,0.9980365081292479,False
2.96,0.9974775974596286,False
2.98,0.9957475750911737,False
